id,brand,name,price,price_sign,currency,image_link,product_link,website_link,website,description,rating,category,product_type,tag_list/0,tag_list/1,created_at,updated_at,product_api_url,api_featured_image,product_colors/0/hex_value,product_colors/0/colour_name,product_colors/1/hex_value,product_colors/1/colour_name,product_colors/2/hex_value,product_colors/2/colour_name,product_colors/3/hex_value,product_colors/3/colour_name,product_colors/4/hex_value,product_colors/4/colour_name,product_colors/5/hex_value,product_colors/5/colour_name,product_colors/6/hex_value,product_colors/6/colour_name,product_colors/7/hex_value,product_colors/7/colour_name,product_colors/8/hex_value,product_colors/8/colour_name,product_colors/9/hex_value,product_colors/9/colour_name,product_colors/10/hex_value,product_colors/10/colour_name,product_colors/11/hex_value,product_colors/11/colour_name,product_colors/12/hex_value,product_colors/12/colour_name,product_colors/13/hex_value,product_colors/13/colour_name,product_colors/14/hex_value,product_colors/14/colour_name,product_colors/15/hex_value,product_colors/15/colour_name,product_colors/16/hex_value,product_colors/16/colour_name,product_colors/17/hex_value,product_colors/17/colour_name,product_colors/18/hex_value,product_colors/18/colour_name,product_colors/19/hex_value,product_colors/19/colour_name,product_colors/20/hex_value,product_colors/20/colour_name,product_colors/21/hex_value,product_colors/21/colour_name,product_colors/22/hex_value,product_colors/22/colour_name,product_colors/23/hex_value,product_colors/23/colour_name,product_colors/24/hex_value,product_colors/24/colour_name,product_colors/25/hex_value,product_colors/25/colour_name,product_colors/26/hex_value,product_colors/26/colour_name,product_colors/27/hex_value,product_colors/27/colour_name,product_colors/28/hex_value,product_colors/28/colour_name,product_colors/29/hex_value,product_colors/29/colour_name,product_colors/30/hex_value,product_colors/30/colour_name,product_colors/31/hex_value,product_colors/31/colour_name,product_colors/32/hex_value,product_colors/32/colour_name,product_colors/33/hex_value,product_colors/33/colour_name,product_colors/34/hex_value,product_colors/34/colour_name,product_colors/35/hex_value,product_colors/35/colour_name,product_colors/36/hex_value,product_colors/36/colour_name,product_colors/37/hex_value,product_colors/37/colour_name,product_colors/38/hex_value,product_colors/38/colour_name,product_colors/39/hex_value,product_colors/39/colour_name,product_colors/40/hex_value,product_colors/40/colour_name,product_colors/41/hex_value,product_colors/41/colour_name,product_colors/42/hex_value,product_colors/42/colour_name,product_colors/43/hex_value,product_colors/43/colour_name,product_colors/44/hex_value,product_colors/44/colour_name,product_colors/45/hex_value,product_colors/45/colour_name,tag_list/2,tag_list/3,tag_list/4,tag_list/5,tag_list/6,product_colors/46/hex_value,product_colors/46/colour_name,product_colors/47/hex_value,product_colors/47/colour_name,product_colors/48/hex_value,product_colors/48/colour_name,product_colors/49/hex_value,product_colors/49/colour_name,product_colors/50/hex_value,product_colors/50/colour_name,product_colors/51/hex_value,product_colors/51/colour_name,product_colors/52/hex_value,product_colors/52/colour_name,product_colors/53/hex_value,product_colors/53/colour_name,product_colors/54/hex_value,product_colors/54/colour_name,product_colors/55/hex_value,product_colors/55/colour_name,product_colors/56/hex_value,product_colors/56/colour_name,product_colors/57/hex_value,product_colors/57/colour_name,product_colors/58/hex_value,product_colors/58/colour_name,product_colors/59/hex_value,product_colors/59/colour_name,product_colors/60/hex_value,product_colors/60/colour_name,product_colors/61/hex_value,product_colors/61/colour_name,product_colors/62/hex_value,product_colors/62/colour_name,product_colors/63/hex_value,product_colors/63/colour_name,product_colors/64/hex_value,product_colors/64/colour_name,product_colors/65/hex_value,product_colors/65/colour_name,product_colors/66/hex_value,product_colors/66/colour_name,product_colors/67/hex_value,product_colors/67/colour_name,product_colors/68/hex_value,product_colors/68/colour_name,product_colors/69/hex_value,product_colors/69/colour_name,product_colors/70/hex_value,product_colors/70/colour_name,product_colors/71/hex_value,product_colors/71/colour_name,product_colors/72/hex_value,product_colors/72/colour_name,product_colors/73/hex_value,product_colors/73/colour_name,product_colors/74/hex_value,product_colors/74/colour_name,product_colors/75/hex_value,product_colors/75/colour_name,product_colors/76/hex_value,product_colors/76/colour_name,product_colors/77/hex_value,product_colors/77/colour_name,product_colors/78/hex_value,product_colors/78/colour_name,product_colors/79/hex_value,product_colors/79/colour_name,product_colors/80/hex_value,product_colors/80/colour_name,product_colors/81/hex_value,product_colors/81/colour_name,product_colors/82/hex_value,product_colors/82/colour_name,product_colors/83/hex_value,product_colors/83/colour_name,product_colors/84/hex_value,product_colors/84/colour_name,product_colors/85/hex_value,product_colors/85/colour_name,product_colors/86/hex_value,product_colors/86/colour_name,product_colors/87/hex_value,product_colors/87/colour_name,product_colors/88/hex_value,product_colors/88/colour_name,product_colors/89/hex_value,product_colors/89/colour_name,product_colors/90/hex_value,product_colors/90/colour_name,product_colors/91/hex_value,product_colors/91/colour_name,product_colors/92/hex_value,product_colors/92/colour_name,product_colors/93/hex_value,product_colors/93/colour_name,product_colors/94/hex_value,product_colors/94/colour_name,product_colors/95/hex_value,product_colors/95/colour_name,product_colors/96/hex_value,product_colors/96/colour_name,product_colors/97/hex_value,product_colors/97/colour_name,product_colors/98/hex_value,product_colors/98/colour_name,product_colors/99/hex_value,product_colors/99/colour_name,product_colors/100/hex_value,product_colors/100/colour_name,product_colors/101/hex_value,product_colors/101/colour_name,product_colors/102/hex_value,product_colors/102/colour_name,product_colors/103/hex_value,product_colors/103/colour_name,product_colors/104/hex_value,product_colors/104/colour_name,product_colors/105/hex_value,product_colors/105/colour_name,product_colors/106/hex_value,product_colors/106/colour_name,product_colors/107/hex_value,product_colors/107/colour_name,product_colors/108/hex_value,product_colors/108/colour_name,product_colors/109/hex_value,product_colors/109/colour_name,product_colors/110/hex_value,product_colors/110/colour_name,product_colors/111/hex_value,product_colors/111/colour_name,product_colors/112/hex_value,product_colors/112/colour_name,product_colors/113/hex_value,product_colors/113/colour_name,product_colors/114/hex_value,product_colors/114/colour_name,product_colors/115/hex_value,product_colors/115/colour_name,product_colors/116/hex_value,product_colors/116/colour_name,product_colors/117/hex_value,product_colors/117/colour_name,product_colors/118/hex_value,product_colors/118/colour_name,product_colors/119/hex_value,product_colors/119/colour_name,tag_list/7
792,clinique,Pretty Easy Brow Palette,34.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZJPG01_181x209.png,https://www.clinique.com/product/1595/38685/makeup/brows/pretty-easy-brow-palette,https://www.clinique.com,www.clinique.com,"Deluxe brow kit features natural-looking brow powder, powder highlighter, tinted brow fixative plus 4 applicator tips for a precise touch. Includes easy-to-follow illustrated how-tos.",,,eyebrow,,,2017-12-23T23:35:07.881Z,2017-12-23T23:38:35.648Z,https://makeup-api.herokuapp.com/api/v1/products/792.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/792/original/data?1514072315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,clinique,Brow Keeper,18,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZGHJ01_181x209.png,https://www.clinique.com/product/1595/37422/makeup/brows/brow-keeper,https://www.clinique.com,www.clinique.com,"A two-in-one tool for perfectly arched brows. Pencil end shades and shapes with a creamy formula that goes on, holds on. At the other end, a fine-tuned brush keeps brows impeccably groomed. Apply lightly for a natural look. Go heavier for pure glam.",,,eyebrow,,,2017-12-23T23:35:07.754Z,2017-12-23T23:38:34.985Z,https://makeup-api.herokuapp.com/api/v1/products/791.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/791/original/data?1514072314,#88553f,Warm Brown,#aa8d77,Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,clinique,Just Browsing Brush-On Styling Mousse,18,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZGH501_181x209.png,https://www.clinique.com/product/1595/36585/makeup/brows/just-browsing-brush-on-styling-mousse,https://www.clinique.com,www.clinique.com,"24-hour long-wearing brow mousse tints, tames, fills-in even the sparsest brows. Mini applicator brushes on natural-looking colour that resists smudging, sweat and humidity. Water-resistant, too. Ophthalmologist Tested. Allergy Tested. 100% Fragrance Free.",,,eyebrow,,,2017-12-23T23:35:07.581Z,2017-12-23T23:38:34.607Z,https://makeup-api.herokuapp.com/api/v1/products/790.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/790/original/data?1514072314,#957E64,Blonde,#74523c,Light Brown,#533d2a,Deep Brown,#3e382e,Black/Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,clinique,Brow Shaper,18,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6346_181x209.png,https://www.clinique.com/product/1595/5634/makeup/brows/brow-shaper,https://www.clinique.com,www.clinique.com,"Fine pressed powder, special brush. Soft, natural colours fill in and perfect brows with no harsh lines.",,,eyebrow,,,2017-12-23T23:35:07.288Z,2017-12-23T23:38:34.017Z,https://makeup-api.herokuapp.com/api/v1/products/789.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/789/original/data?1514072313,#b1896d,Soft Brown,#ffbd8d,Wheat,#896a5f,Charcoaled,#7b5e48,Shaping Taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,clinique,Chubby Stick&trade; Sculpting Highlight,23,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZA1N01_181x209.png,https://www.clinique.com/product/14346/34748/makeup/contouring/chubby-stick-sculpting-highlight,https://www.clinique.com,www.clinique.com,"Luminous cream highlighting stick with light-reflecting optics brings your best features forward. Long-wearing, oil-free.",,contour,foundation,,,2017-12-23T23:35:06.969Z,2017-12-23T23:38:33.306Z,https://makeup-api.herokuapp.com/api/v1/products/788.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/788/original/data?1514072313,#f5c5b4,Hefty Highlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,clinique,Chubby Stick&trade; Sculpting Contour,23,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZCP701_181x209.png,https://www.clinique.com/product/14346/34749/makeup/contouring/chubby-stick-sculpting-contour,https://www.clinique.com,www.clinique.com,"Creamy contouring stick creates the illusion of depth; makes areas appear to recede. Long-wearing, oil-free.",,contour,foundation,,,2017-12-23T23:35:06.871Z,2017-12-23T23:38:32.856Z,https://makeup-api.herokuapp.com/api/v1/products/787.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/787/original/data?1514072312,#995239,Curvy Contour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,clinique,Limited Edition Highlighting Kit,39,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_K2MG80_181x209.png,https://www.clinique.com/product/14346/51296/makeup/contouring/limited-edition-highlighting-kit,https://www.clinique.com,www.clinique.com,,,contour,foundation,,,2017-12-23T23:35:06.486Z,2017-12-23T23:38:32.270Z,https://makeup-api.herokuapp.com/api/v1/products/786.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/786/original/data?1514072312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,clinique,Blended Face Powder and Brush,26,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6362_181x209.png,https://www.clinique.com/product/1594/6271/makeup/bronzers/blended-face-powder-and-brush,https://www.clinique.com,www.clinique.com,"Clinique's signature blended powder. Loose, lightweight texture is right for every type of skin. Sets and perfects makeup, makes pores seem to disappear. Airy, skin-hugging formula delivers a reliably flawless finish.",,,bronzer,,,2017-12-23T23:35:05.726Z,2017-12-23T23:38:31.747Z,https://makeup-api.herokuapp.com/api/v1/products/785.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/785/original/data?1514072311,#E1D6CC,Invisible Blend,#E9CEB9,Transparency Neutral,#E6C8B9,Transparency 2,#DBBCA4,Transparency 3,#D2AC97,Transparency 4,#BA927A,Transparency 4 Plus,#BB9280,Transparency Bronze,#AE846A,Transparency 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,clinique,Up-lighting&trade; Liquid Illuminator,28,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6L1X_181x209.png,https://www.clinique.com/product/1594/6429/makeup/bronzers/up-lighting-liquid-illuminator,https://www.clinique.com,www.clinique.com,"Sheer, lightweight liquid instantly illuminates skin. Highlights and contours cheeks, brow bones, or gives face an allover glow. Glides on to create a natural-looking luminosity. Perfect for all skin types and tones. Oil-free.",,,bronzer,,,2017-12-23T23:35:05.467Z,2017-12-23T23:38:56.973Z,https://makeup-api.herokuapp.com/api/v1/products/784.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/784/original/data?1514072336,#E9B180,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,clinique,True Bronze&trade; Pressed Powder Bronzer,27,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6FW2_181x209.png,https://www.clinique.com/product/1594/5737/makeup/bronzers/true-bronze-pressed-powder-bronzer,https://www.clinique.com,www.clinique.com,"Lightweight powder bronzer creates a natural-looking, sun-kissed radiance. Blends, builds easily to your desired level of bronze. Perfect for on-the-go glow. Long-wearing. Oil-free.",,,bronzer,,,2017-12-23T23:35:05.311Z,2017-12-23T23:38:56.560Z,https://makeup-api.herokuapp.com/api/v1/products/783.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/783/original/open-uri20171223-4-1mjyhnf?1514072336,#C68C63,Sunswept,#CE8963,Sunblushed,#DA9475,Sunkissed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,clinique,Uplighting Illuminating Powder,27,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZEFR01_181x209.png,https://www.clinique.com/product/1594/42256/makeup/bronzers/uplighting-illuminating-powder,https://www.clinique.com,www.clinique.com,"This sheer illuminating powder with soft-focus pigments flatters skin with a candle-lit glow of radiance. Wear it alone, as a finishing powder after foundation, or as a highlighter only where you want it. In 3 luminous shades.",,,bronzer,,,2017-12-23T23:35:05.079Z,2017-12-23T23:38:56.196Z,https://makeup-api.herokuapp.com/api/v1/products/782.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/782/original/open-uri20171223-4-16kl0fz?1514072336,#f1bfa0,Nude Glow,#e29c74,Golden Glow,#bb6f4a,Bronze Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,clinique,Sun-Kissed Face Gelee Complexion Multitasker,28,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZMAT01_181x209.png,https://www.clinique.com/product/1594/41442/makeup/bronzers/sun-kissed-face-gelee-complexion-multitasker,https://www.clinique.com,www.clinique.com,"An instant pick-me-up for skin. Sheer, oil-free gel creates a warm, healthy glow. Appropriate for all skin types and tones. Ophthalmologist Tested.",,,bronzer,,,2017-12-23T23:35:04.889Z,2017-12-23T23:38:55.821Z,https://makeup-api.herokuapp.com/api/v1/products/781.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/781/original/data?1514072335,#bb7859,Universal Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,fenty,PRO FILT'R - Soft Matte Longwear Foundation,34,$,USD,https://www.fentybeauty.com/dw/image/v2/AAXW_PRD/on/demandware.static/-/Sites-itemmaster_FENTY/default/dw6a5f14c4/hi-res/FB30006_FB0320.jpg?sw=550 550w,https://www.fentybeauty.com/pro-filtr/soft-matte-longwear-foundation/FB30006.html,https://www.fentybeauty.com,www.fentybeauty.com,"A soft matte, longwear foundation with buildable, medium to full coverage, in a boundary-breaking range of 40 shades.",,,foundation,,,2017-12-23T22:44:31.330Z,2017-12-25T23:55:18.683Z,https://makeup-api.herokuapp.com/api/v1/products/780.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/780/original/open-uri20171223-4-13jsgyc?1514069071,#FDE9DE,100 Neutral,#F0D4BA,150 Neutral,#EABE9C,200 Cool,#E5AD7E,250 Warm Peach,#CC9363,300 Neutral,#B97948,350 Neutral,#A75F24,400 Warm,#845031,450 Warm,#F2D3B2,130 Warm,#F9D5B8,180 Warm,#DFAD8A,230 Neutral,#E6AD85,280 Warm Peach,#D39157,330 Warm,#C9875A,380 Cool,#8A512A,430 Neutral,#693B21,480 Neutral,#FDE7DA,110 Cool,#F5CDAA,160 Warm Peach,#E2AD85,210 Neutral,#DCA77D,260 Neutral,#D39059,310 Warm,#BE7B46,360 Neutral Olive,#9E5D2D,410 Cool,#7E462D,460 Cool,#FBE1C6,140 Warm,#EAC3A0,190 Neutral,#D9A57D,240 Warm,#DCB07D,290 Neutral Olive,#AC7652,340 Cool,#A86B3F,390 Warm,#995933,440 Cool,#583218,490 Cool,#FEE3CC,120 Neutral,#E8BFA3,170 Cool,#F0BD96,220 Warm Peach,#D49C6D,270 Warm,#D49164,320 Warm Peach,#CB8458,370 Warm,#AC6A3A,420 Neutral,#6B391E,470 Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,clinique,Sculptionary&trade; Cheek Contouring Palette,34,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZAMN_181x209.png,https://www.clinique.com/product/1593/34892/makeup/blushers/sculptionary-cheek-contouring-palette,https://www.clinique.com,www.clinique.com,"Versatile cheek sculpting compact with natural-looking shades that blend and build beautifully. Use each separately to colour, contour, highlight. Or swirl them together for a quick easy glow. Use mid-toned shade as a blush, deep-toned shade to contour, lightest shade to highlight. For a quick, easy glow swirl brush over entire palette and dust over apples of cheeks. Long-wearing, oil-free. ",,,blush,,,2017-12-23T17:09:13.451Z,2017-12-23T23:43:26.248Z,https://makeup-api.herokuapp.com/api/v1/products/778.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/778/original/data?1514072606,"#f5cdc4,#f4b6a6,#ef8c85",Defining Nectars,"#fbd5db,#c57c82,#925058",Defining Berries,"#f5cdd0,#f58589,#9a5f62",Defining Roses,"#facebe,#e3a99f,#bf6f5c",Defining Nudes,"#e5e1cd,#d6b7c3,#a8b2d5",Defining Sugars,"#fce5e7,#deb5bd,#d36686",Defining Pinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,clinique,Blushing Blush&trade; Powder Blush,23,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6FLK_181x209.png,https://www.clinique.com/product/1593/5265/makeup/blushers/blushing-blush-powder-blush,https://www.clinique.com,www.clinique.com,"Silky formula sweeps effortlessly over cheekbones to create a natural look. Fresh, jet-milled colour builds and blends beautifully to desired intensity with custom sculpting brush. Long-wearing, colour-true. Oil-free.",,,blush,,,2017-12-23T17:09:12.709Z,2017-12-23T23:43:25.653Z,https://makeup-api.herokuapp.com/api/v1/products/777.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/777/original/open-uri20171223-4-v4q2w6?1514072605,#f18f94,Cupid,#c0705d,Aglow,#e98c86,Sunset Glow,#da8b92,Smoldering Plum,#f397a4,Iced Lotus,#f59494,Precious Posy,#d78281,Berry Delight,#b05762,Spiced Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,clinique,Cheek Pop&trade;,23,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,https://www.clinique.com,www.clinique.com,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",,,blush,,,2017-12-23T17:09:11.983Z,2017-12-23T23:43:25.003Z,https://makeup-api.herokuapp.com/api/v1/products/776.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,#cf5d5d,Peach Pop,#aa514a,Black Honey Pop ,#e79da4,Pink Honey,#cd698d,Plum Pop,#db8669,Nude Pop,#de7a7b,Pink Pop,#c75c69,Rosy Pop,#ab6266,Heather Pop,#f29686,Melon Pop,#b55241,Fig Pop,#b54d70,Berry Pop,#a06b89,Pansy Pop,#ad5753,Ginger Pop,#641009,Cola Pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,clinique,Clinique + Jonathan Adler: Cheek Pop,18.9,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_K22102_181x209.png,https://www.clinique.com/product/1593/50730/makeup/blushers/clinique-jonathan-adler-cheek-pop,https://www.clinique.com,www.clinique.com,,,,blush,,,2017-12-23T17:09:11.684Z,2017-12-23T23:43:24.611Z,https://makeup-api.herokuapp.com/api/v1/products/775.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/775/original/open-uri20171223-4-1170sei?1514072604,#cf5e5e,Clinique + Jonathan Adler: Cheek Pop in Peach Pop,#cd698d,Clinique + Jonathan Adler: Cheek Pop in Plum Pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
