user_id,name,linkedin_company_id,linkedin_regularCompanyUrl,logoUrl,description,Website
1,Coty,5058,https://www.linkedin.com/sales/company/5058,https://media-exp1.licdn.com/dms/image/C4E0BAQHzmvWtJ7hCew/company-logo_400_400/0/1625088146663?e=1671667200&v=beta&t=RiE-VaYc1ns9ikiLsuUdYIFVIjQNB__HItbiHIDnaro,"We are one of the world’s largest beauty companies with an iconic portfolio of brands across fragrance, color cosmetics, and skin and body care.",www.coty.com
1,DECIEM | THE ABNORMAL BEAUTY COMPANY,2756460,https://www.linkedin.com/sales/company/2756460,https://media-exp1.licdn.com/dms/image/C560BAQE2_QbhJZTEvQ/company-logo_400_400/0/1579583345357?e=1671667200&v=beta&t=PURtqrosarEwvuhIuPE8W1nDpVF0ieG7_pc8KKL044A,"DECIEM is a humble and happy umbrella of good beauty brands like NIOD, Hylamide, and The Ordinary. We’ve been called every good and bad thing you can think of like “the most thrilling thing to happen to skincare”, and “the hottest beauty company right now”. 

Over the past year, we’ve sold more than one product every second, opened the doors to our 35th store, and welcomed our 1000th employee. With many products in development, a new 70,000 square-foot HQ to call home, and plans for even further retail expansion, we are excited to do even bigger things in the near future.

DECIEM was founded in 2013 by “the beauty world’s most exciting disrupter”, Brandon Truaxe. During a four-month co-op at a skincare lab, he became angry at the lack of passion, transparency, or insight when beauty products were being developed. After selling his first software company, many years later, Brandon’s frustration at the beauty industry remained and he set off to make a change in the beauty business.

That change is DECIEM and we’re working really hard to continue Brandon’s vision for a better world of beauty. Everything we do is of exceptional quality. Today, quality is no longer defined by price points or distribution channels. Quality today means being authentic, being different, being functional, being beautiful, and being sensibly priced, even to the wealthy. And we respect these principles. We choose to serve the educated, the curious, and the intelligent who appreciate our dedication to this very genuine definition of quality.
",www.deciem.com
1,"Dr. Hauschka Skin Care, Inc.",101611,https://www.linkedin.com/sales/company/101611,https://media-exp1.licdn.com/dms/image/C560BAQFkx8NLlAQMBw/company-logo_400_400/0/1564087984013?e=1671667200&v=beta&t=d6RILBMQ7I6OpZ_-dflcVHqJQpKPxxGEvt0yKRqZgr8,"U.S. marketing and distribution for Dr. Hauschka Skin Care products. Responsible for U.S. wholesale and retail sales, customer service, marketing, merchandising, PR, web / social media, events, education and training on behalf of the pioneering international health & beauty brand.",www.drhauschka.com
1,E.L.F. BEAUTY,2653969,https://www.linkedin.com/sales/company/2653969,https://media-exp1.licdn.com/dms/image/C4E0BAQG5sG11MtAJ6g/company-logo_400_400/0/1632320357137?e=1671667200&v=beta&t=hrdCiE1m1jchUsCRR9A6NGInYYMhdMjBFyYnbKFPI0Q,"e.l.f. Beauty, Inc. stands with every eye, lip, face and paw. Celebrating the beauty of every eye, lip and face is fundamental to our DNA. It’s in our name and inspires us as a company. We are committed to creating a culture internally – and in the world around us – where all individuals are encouraged to express their truest selves, are empowered to succeed and where we do the right thing for people, the planet and animals.

Our deep commitment to inclusive, accessible, cruelty-free beauty has fueled the success of the e.l.f. Cosmetics brand online and at retail since 2004. With the 2020 acquisition of the pioneering clean-beauty brand W3LL People, and the new lifestyle beauty brand Keys Soulcare created with Alicia Keys, we continue to strategically expand our portfolio with brands that support our purpose and values. Our brands are widely available online, and at leading beauty, mass-market, and natural specialty retailers.",www.elfcosmetics.com
1,e.l.f. Cosmetics Australia,7931012,https://www.linkedin.com/sales/company/7931012,https://media-exp1.licdn.com/dms/image/C4D0BAQFCUqoLoXT76Q/company-logo_400_400/0/1519885436603?e=1671667200&v=beta&t=CQSSVwGpOceVu5Myk4Dipcs6UBXD7dZ0wLzyDtqyFI4,"e.l.f. Cosmetics is a revolutionary beauty brand that offers women everywhere the freedom to experiment and play to enhance their own unique beauty. At e.l.f., we believe every woman should have access to the best in beauty and that is our mission – to make luxurious beauty more accessible.",www.elfcosmetics.com
1,e.l.f. Cosmetics Store,55120621,https://www.linkedin.com/sales/company/55120621,,n/a,www.elfcosmetics.com
1,"Glossier, Inc.",9217565,https://www.linkedin.com/sales/company/9217565,https://media-exp1.licdn.com/dms/image/C4D0BAQHWn_kAJ9EijQ/company-logo_400_400/0/1519873529804?e=1671667200&v=beta&t=qQkru-0XoZCMkaK7K2tyPsJo7gVRxhC0rYwMEt4r6es,"Glossier is on a mission to give voice through beauty. We do this by building products, growing our community, and making decisions in inclusive, customer-devoted, curious, courageous, and discerning ways. We believe in the power of the individual and see beauty as an incredible conduit for connection. 

Glossier is sold in the United States, Canada, the United Kingdom, Ireland, Sweden, Denmark, and France. Glossier, Inc. was founded in 2014 by Founder & CEO Emily Weiss, has over 200 employees across three countries, and is building the future beauty company. Join us.",www.glossier.com
1,Green People Ltd,2378014,https://www.linkedin.com/sales/company/2378014,https://media-exp1.licdn.com/dms/image/C560BAQHhCkIpmoiAqw/company-logo_400_400/0/1538486515793?e=1671667200&v=beta&t=nZo3mkxYDvkQNqFa35-X4__skt5wccW4VNsWjubqx9I,"Established in 1997 by Charlotte Vøhtz to help combat her daughter’s skin allergies, Green People has been instrumental in pioneering the organic cosmetics industry. Green People offers over 160 award-winning natural and organic skin care products across ranges for women, men, babies and children, and is suitable for those with sensitive skin. Our products are gentle on all skin types, even those prone to eczema and psoriasis.

Based in West Sussex, the business retails throughout the UK in independent health food stores, selected pharmacies, online, and in supermarkets including Ocado. In October 2021, Green People’s flagship store opened in Horsham, West Sussex. 

Green People is proud to use fairly traded organic ingredients, which are never tested on animals, throughout its product range. Clinically proven plant actives are used across the product range to effectively target a variety of skin concerns, such as mature, sensitive skin and spots. 

Supporting charitable causes is at the heart of Green People’s ethos with the business donating over 10% of net profits annually to charities such as Ehlers-Danlos Support UK, Born Free and the World Land Trust.
",www.greenpeople.com
1,Groupe Marcelle,1332111,https://www.linkedin.com/sales/company/1332111,https://media-exp1.licdn.com/dms/image/C560BAQFmDekaDZU8zQ/company-logo_400_400/0/1626185443813?e=1671667200&v=beta&t=hot4Buf8fqDhis5OcDnMo4UNMItEFYYM1t1pv7JMzF0,"At Groupe Marcelle, we firmly believe that our team is the most important ingredient in our formula for success.

As a major player in the Canadian cosmetic market, Groupe Marcelle employs over 300 employees and offers a wide range of stimulating career opportunities. 

With high quality and excellence standards, Groupe Marcelle offers hypoallergenic skin care products, makeup and accessories for all four brands: Marcelle, Lise Watier, Annabelle and CW Beggs & Sons.",www.groupemarcelle.com
1,"Kendo Brands, Inc.",6406167,https://www.linkedin.com/sales/company/6406167,https://media-exp1.licdn.com/dms/image/C4E0BAQEg6oCmZzPN3A/company-logo_400_400/0/1521236884851?e=1671667200&v=beta&t=GGY5bPYlVxLeHLkEI72KjszlOvcaEqDM6ZC_0bgls4g,"Kendo is the small but mighty force behind your favorite beauty products. A play on the words “can do,” Kendo is redefining the beauty industry through next-generation products, visionary campaigns and unforgettable retail presence. 


Kendo creates original founder brands, partnering with major faces from fashion and entertainment. The house of brands currently includes KVD Beauty, Fenty Beauty by Rihanna, Fenty Skin, Ole Henriksen Skincare, Bite Beauty, and Lip Lab by Bite. We tell their stories to bring to life the dream products you’ve always wanted, but have never been able to find.

Come grow with us! Since Kendo’s founding in 2010, we’ve experienced phenomenal growth and accelerated global expansion. We’re based in San Francisco, but we also operate headquarters in Toronto, London, Paris and Singapore, 
our products are in 27 countries and counting. And, we couldn’t grow without our people. We embrace entrepreneurial spirit, so the opportunities are endless. 

We believe in six values, our Kendo Kredo. Adhering to these in business, in our interactions with each other, our customers, and our recruitment process, we remain true to our culture and the foundation upon which the house was originally founded.

Entrepreneurial Spirit: We seek creative ways to get things done 

Perseverance: Never, never, never give up

Generosity: The power of giving

Story Telling: Creating authentic stories to inspire

Quality Obsession: Our product quality is a reflection of ourselves

Fun: Work, life & fun are woven from a single thread

Advocacy, Diversity, & Inclusion: We believe in listening with humility and acting with courage. We recognize, seek, and celebrate the power of diversity across the full spectrum of personal identity.

Our Open Jobs.
https://www.jobscore.com/jobs2/kendoadivisionoflvmh",www.kendobrands.com
1,L'Oreal,1662,https://www.linkedin.com/sales/company/1662,https://media-exp1.licdn.com/dms/image/C4E0BAQFMkF2agb0X3g/company-logo_400_400/0/1657705427234?e=1671667200&v=beta&t=C3LE2BPv7AKfL1K9HRm1LyBOJFspSIwZLXxZy5hChAk,"Leading the world in beauty and pioneering the world of beauty tech; we are 86K employees across 150 countries on five continents. 

Our 36 international brands are divided into four unique Divisions: Luxe, Consumer Products, Active Cosmetics, and Professional Products. Our 36 international brands include Kiehl’s, Lancôme, Giorgio Armani Beauty, Yves Saint Laurent Beauté, Ralph Lauren, Clarisonic, Maybelline New York, Essie, Kérastase, IT Cosmetics, Prada Beauty, Biotherm, Shu Uemura, Viktor&Rolf, Maison Martin Margiela, Urban Decay, Redken, Vichy, La Roche-Posay, Diesel, Garnier, L’Oréal Paris, and more. 

For more than a century, L’Oréal has devoted itself solely to one business: beauty. We want to bring beauty to all people. Our goal is to win over another one billion consumers around the world by innovating and creating cosmetic and skincare products that meet the infinite diversity of their beauty needs and desires.

That’s about us… now what about you? You are driven and up for a challenge! You’re passionate about putting your best foot forward, but you’re not afraid to fail either. You love to learn, grow and make an impact on the world. You can be an intern, or at a senior level position, we’re always looking for new people to join our teams.

If you are ready to take charge of your career and join us, you’re one click away: https://careers.loreal.com/en_US/content

Interested about our quest to the next billion consumers, follow us here to get the insider scoop on our business, culture, and tips on how to join us to shape the future of beauty.

Freedom to go beyond, that’s the beauty of L’Oréal.",www.loreal.com
1,LOGOCOS Naturkosmetik AG,3844631,https://www.linkedin.com/sales/company/3844631,https://media-exp1.licdn.com/dms/image/C560BAQGv0eM87w0tfw/company-logo_400_400/0/1521737419586?e=1671667200&v=beta&t=r3d9o_SYdMWZfJ4oS-pQDQLqZve23KNaqUmRWyRLfps,n/a,www.logocos.de
1,Lotus Herbals Pvt Ltd,1894899,https://www.linkedin.com/sales/company/1894899,https://media-exp1.licdn.com/dms/image/C4D0BAQFkdhmx_lXAFQ/company-logo_400_400/0/1627191315931?e=1671667200&v=beta&t=H15JM-ga2jgDXuTgcAsxR8V0V8pIgU852W5Vt-qu8bM,"Lotus Herbals is India’s leading natural cosmetics company. 

Based on 5000-year-old science of Ayurveda and combining it with 21st century's technology, we offer a well-researched and robust range of over 500 Skincare, Haircare, Suncare, and Make-up products for the retail and professional markets.",www.lotusherbals.com
1,LVMH Perfumes & Cosmetics,5594640,https://www.linkedin.com/sales/company/5594640,https://media-exp1.licdn.com/dms/image/C4E0BAQHCT-hXpVZEvw/company-logo_400_400/0/1519868355821?e=1671667200&v=beta&t=-37GvBfpvfz1qBafQhwiZbjGBML5YaX5hlD-u6FtPqM,"LVMH’s Perfumes & Cosmetics activities benefit from exceptional dynamism that relies on both the longevity and development of key lines, and on the boldness of new creations. The brands cultivate what makes them unique and is guaranteed to make them stand out for their devotees in a highly competitive global market. The success of the Perfumes & Cosmetics division depends on finding the right balance between major historic Houses such as Parfums Christian Dior, Parfums Givenchy and Guerlain, and young brands with strong potential like Benefit Cosmetics, Fresh and Make Up For Ever… All are driven by the same values: a quest for excellence, creativity, innovation and perfect mastery of their image.",www.lvmh.com
1,Maia's Mineral Galaxy,1127072,https://www.linkedin.com/sales/company/1127072,https://media-exp1.licdn.com/dms/image/C4E0BAQHPRq0tb4tWQg/company-logo_400_400/0/1519900381898?e=1671667200&v=beta&t=5KKznjSQndBqopTbUrB9dQtk1R0OcmBgLugOSAQIQog,"Maia’s Mineral Galaxy’s products offer you a line of natural mineral makeup that is purely botanicals. Mineral makeup really improves the health of your skin. Mineral cosmetics are what makeup should be:  Truly, 100% Pure, non-synthetic fragrances, no artificial colors or flavors, no synthetic chemicals or any other toxins.

Our mineral cosmetics are loose powders that have no fillers to them.  These powders are actually crushed minerals that have been extracted from the Earth’s surface. You will never have heavy, oily or cakey feeling with our products.

Our products include mineral foundations, mineral blush, mineral eye shadows, eye and lip pencils made with organic oils and waxes and skin care with pure botanical ingredients. 

Maia’s Mineral Galaxy is a small family owned business using the highest quality of products to ensure you the best quality. We make products fresh on order basis & deliver them in the shortest possible time. We appreciate and care about our loving customers. For today’s woman this is the perfect makeup line. Our Mineral Cosmetics are completely natural with no chemicals.

Our products are very versatile, hypo-allergenic with high SPF. We have many shades for different skin colors.",www.maiasminerals.com
1,MarieNatie Cosmetics,2674166,https://www.linkedin.com/sales/company/2674166,https://media-exp1.licdn.com/dms/image/C4D0BAQFLa0ubnfISaA/company-logo_400_400/0/1519888377608?e=1671667200&v=beta&t=vzVA894HCl5vIBc-c9vWFKpU-exDjQn1Mn0bymy6SN0,"Love Your Makeup, Love MarieNatie

MarieNatie Cosmetics founder, Marie founded MarieNatie Cosmetics based on her love of makeup and everything natural.  Encouraged by the consumers growing awareness of natural cosmetics and concern over what she was putting on (and in her skin), Marie researched, sourced ingredients, tested and re-tested products until she was satisfied she had created the best natural products available. Ingredients were carefully selected and tested to create the MarieNatie Cosmetics natural makeup line and her dedication to present the very best ensures that consumers are getting what they deserve.  She wants all women to love their makeup and to love MarieNatie.

About Marie

A second generation Canadian with a family background in cosmetics packaging and international trade, Marie has travelled across the world to such places as Italy, Hong Kong and New York in order to enhance her knowledge in this industry.  She discovered that many products contain chemicals and was determined to create a line that is free of these harsh ingredients.  Furthermore, she wants to ensure that these products contain ingredients that she is confident in, products that she will use herself and share with her friends and family. After years of researching and testing products, she has developed a makeup line that she is proud to call her own. These products will meet the standards of the modern day women on the go.",www.marienatie.com
1,Markwins Beauty Brands,42805,https://www.linkedin.com/sales/company/42805,https://media-exp1.licdn.com/dms/image/C560BAQGohmDFZ_XdUw/company-logo_400_400/0/1661196338016?e=1671667200&v=beta&t=SQY4uKe7ud3xYyeQVgP7RE8uV4x0Z3yOIheKY1Jleys,"Since its inception, Markwins Beauty Brands has been setting itself apart from other brands in the cosmetics industry. Markwins was the first to introduce multi-palette compacts to U.S. market and is now a global leader in color cosmetics, cosmetic accessories, and beauty collections.  As the largest privately owned cosmetics company in the U.S., Markwins is recognized as a Top 20 purveyor in the global cosmetic industry.

Markwins has been continuously building a diverse collection of brands since 1984 to cater to and reach consumers of all ages, ethnicities, and skin tones. The Markwins brand portfolio includes wet n wild, Physicians Formula, The Color Workshop, The Color Institute, Black Radiance, POP, Bonne Belle and Lip Smacker, amongst many other internal brands and licensing deals. Markwins brands can be found in over 50,000 retail outlets including department, specialty, mass, drug, and food stores, and are available in more than 60 countries, spanning 6 continents.",www.markwinsbeauty.com
1,Markwins Beauty Brands International LTD,21137776,https://www.linkedin.com/sales/company/21137776,https://media-exp1.licdn.com/dms/image/C560BAQFBjHV2-hejxw/company-logo_400_400/0/1519880473080?e=1671667200&v=beta&t=xGp0cG99OidlGPTyms_ZV1aN4cO06kT4jTgqrcw_4Fs,"Markwins Beauty Brands International LTD is a cosmetics company based out of the UK and Milan, Italy.
Our brands include WetnWild, Physicians Formula, Lorac, LipSmacker and many more.",www.markwinsbeauty.com
1,Maybelline Cosmetics,9873060,https://www.linkedin.com/sales/company/9873060,https://media-exp1.licdn.com/dms/image/C4D0BAQE0vjQeGvyu_A/company-logo_400_400/0/1606904905917?e=1671667200&v=beta&t=DR5mLYlyogMaLUNKP8odZ6KptXrKbOtujAeG5FAF1KQ,"We provide internationally recognized qualifications for proficiency in professional make-up application techniques. 

What makes our qualifications special? 
Our qualifications are aimed specifically at make-up application for make-up artists – they are not vague ‘beauty’ qualifications for therapists or beauticians. We have a modern approach with realistic and contemporary criteria that are relevant to today’s make-up industry. 

Who do we serve? 
We provide an industry benchmark for make-up artists and those who want to employ make-up artists. To hold a qualification, you must first have achieved a high level of skill in your field, thereby a potential employer or agent can be assured of your talent and credentials. For the qualified make-up artist, we offer a referral resource – simply agree to have an email link from our site and potential employers can reach you and you can follow up jobs that are posted on the Jobs Board Who uses our qualifications? 

Most fashion make-up house who employ counter staff would require a recognized independent qualification to show that the employee has the basic level of understanding in hygiene, application and client care. Any professional who wishes to receive insurance for public liability or against loss or damage to equipment such as your make-up kit through BABTAC you must hold a recognized qualification through an independent awarding body.",www.maybelline.com
1,Milani Cosmetics,6580383,https://www.linkedin.com/sales/company/6580383,https://media-exp1.licdn.com/dms/image/C560BAQHlfmfU_-YyUg/company-logo_400_400/0/1627348800483?e=1671667200&v=beta&t=RSz4mu7A69ak61ohANszjz5HTrJTsE5rI7j1K7Qw0fM,"Inspired by art, diversity and attainability, Los Angeles-based Milani Cosmetics® is a market leader within the color cosmetics industry, creating prestige quality makeup at an affordable price. The brand is dedicated to providing luxe for all – luxury that is inclusive, not exclusive. Milani® has amassed a devoted multicultural following of consumers including artists, change-makers and forward-thinking creators, also known as Milani Makers™, and for over 20 years has been devoted to their absolute individuality and freedom to express their authentic selves. All products are proudly cruelty-free and do not contain parabens, phthalates or formaldehyde.
We Are Milani, Luxe for All ™.",www.milanicosmetics.com
